codusu,ano4,trimestre,region,aglomerado,fecha_nacimiento,edad,asistencia_educacion,nivel_ed,tipo_establecimiento,codigo_actividad,sexo,categoria_ocupacion,cat_cantidad_empleos,alfabetismo,educacion,experiencia_potencial,salario_horario
TQRMNORRPHKMLQCDEFOCD00788281,2022,3,Noreste,8,04/08/1998,24,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,6,781.25
TQRMNORUUHLOLNCDEHNHB00707970,2022,3,Cuyo,27,07/01/1992,30,asistio,"Secundaria
Completa",Privada,4803,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,12,159.574468085106
TQRMNOPXXHLOKPCDEGLDF00707627,2022,3,Noreste,15,12/12/1966,55,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,42,225
TQRMNOPSRHMOKOCDEFOCD00715438,2022,3,Noreste,8,13/05/1981,41,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,8,28,416.666666666667
TQRMNOPXTHMNLLCDEFPCH00710173,2022,3,Patagonia,9,24/09/1975,46,asistio,"Superior
Universitaria
Incompleta",Privada,900,Varon,Obrero o empleado,unico,Sabe leer y escribir,15,26,1514.205
TQRMNOTRWHKLKQCDEHPJB00790854,2022,3,Noroeste,29,20/09/1978,43,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,6100,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,23,500
TQRMNORVXHJNKPCDEGGFB00783024,2022,3,Cuyo,10,01/01/1900,59,asistio,"Primaria
Completa",Privada,1009,Mujer,Cuenta propia,multiples,Sabe leer y escribir,8,46,120.37037037037
TQRMNOQRWHJMKNCDEHGHJ00784150,2022,3,Patagonia,20,07/01/1961,61,asistio,"Secundaria
Incompleta",Otra,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,46,178.571428571429
TQRMNOSPVHLOLRCDEFLID00706710,2022,3,Pampeana,5,08/01/1970,52,asistio,"Secundaria
Incompleta",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,36,859.375
TQRMNOQVYHKNKSCDEGGFB00788737,2022,3,Cuyo,10,01/01/1900,43,asistio,"Secundaria
Completa",Privada,4804,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,25,347.222222222222
TQRMNORTRHLNKUCDEHIBB00704389,2022,3,Noroeste,22,24/05/1979,43,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,22,1015.625
TQRMNOQXSHMOLQCDEGNFJ00712873,2022,3,Patagonia,17,01/01/1900,55,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,40,340.909090909091
TQRMNORPSHMOKPCDEGIBJ00708806,2022,3,Noreste,12,08/08/1971,51,asistio,"Secundaria
Completa",Privada,4808,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,33,312.5
TQRMNORWWHMOLQCDEGGFB00709402,2022,3,Cuyo,10,01/01/1900,25,asistio,"Secundaria
Incompleta",Privada,4811,Mujer,Obrero o empleado,unico,Sabe leer y escribir,11,9,133.333333333333
TQRMNOPUVHMKLMCDEIIAD00791334,2022,3,Gran Buenos Aires,32,20/05/1972,50,asistio,"Primaria
Completa",Privada,9409,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,37,583.333333333333
TQRMNORUPHJMKQCDEGGFB00782982,2022,3,Cuyo,10,01/06/1992,30,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,7900,Varon,Obrero o empleado,unico,Sabe leer y escribir,15,10,562.5
TQRMNOSPYHJMKTCDEGJBF00783401,2022,3,Pampeana,13,10/05/1968,54,asistio,"Secundaria
Completa",Privada,2900,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,36,1666.66666666667
TQRMNOQSSHKLKTCDEGNFJ00789550,2022,3,Patagonia,17,02/09/1972,49,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,28,620
TQTMNORXSHKMKPCDEFOCD00788386,2022,3,Noreste,8,31/10/1989,32,asistio,"Superior
Universitaria
Completa",Privada,8600,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,11,735
TQRMNOPYUHLMLSCDEHJGH00708384,2022,3,Noroeste,23,01/05/1992,30,asistio,"Secundaria
Completa",Privada,1100,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,12,233.695652173913
TQRMNORRQHMNKQCDEGJBF00712650,2022,3,Pampeana,13,15/03/2002,20,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,5300,Varon,Obrero o empleado,unico,Sabe leer y escribir,14,1,1000
TQRMNORSSHKORSCDEIJAH00791775,2022,3,Gran Buenos Aires,33,30/04/1978,44,asistio,"Primaria
Incompleta",Privada,4807,Varon,Cuenta propia,unico,No sabe leer y escribir,1,38,178.571428571429
TQRMNOQSVHLNKOCDEIKAH00703235,2022,3,Pampeana,34,28/08/1981,40,asistio,"Secundaria
Completa",Privada,4803,Varon,Cuenta propia,unico,Sabe leer y escribir,13,22,370.37037037037
TQRMNOSQSHJMLQCDEGNFJ00789600,2022,3,Patagonia,17,17/02/1972,50,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,29,1062.5
TQRMNOPQWHMMLPCDEGJBF00712861,2022,3,Pampeana,13,28/12/1981,40,asistio,"Secundaria
Completa",Privada,49,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,22,520.833333333333
TQRMNORPVHJOLSCDEHJGH00784356,2022,3,Noroeste,23,26/10/1946,75,asistio,"Primaria
Completa",Privada,4807,Varon,Patron,unico,Sabe leer y escribir,8,62,1388.88888888889
TQRMNOPWVHJMKOCDEOHCH00787127,2022,3,Patagonia,91,08/06/1984,38,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,20,353.260869565217
TQRMNOSPPHKNPOCDEIJAH00792155,2022,3,Gran Buenos Aires,33,02/05/1959,63,asistio,"Primaria
Completa",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,50,290.322580645161
TQRMNOQSPHMMLLCDEGJBF00712481,2022,3,Pampeana,13,27/06/1969,53,asistio,"Superior
Universitaria
Completa",Privada,49,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,32,400
TQRMNORUPHMOLSCDEHPJB00717728,2022,3,Noroeste,29,24/07/1984,38,asistio,"Superior
Universitaria
Completa",Privada,8600,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,16,17,769.230769230769
TQRMNOPYSHJMLRCDEFKID00782048,2022,3,Pampeana,4,01/01/1900,48,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,30,416.666666666667
TQRMNOQWVHMMKTCDEGLDF00711799,2022,3,Noreste,15,15/09/1994,27,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,9,208.333333333333
TQRMNOQSYHJLKUCDEGPDJ00789814,2022,3,Noroeste,19,17/12/1991,30,asistio,"Superior
Universitaria
Completa",Privada,4804,Mujer,Cuenta propia,unico,Sabe leer y escribir,16,9,312.5
TQRMNOXWYHJOLLCDEHGHJ00784189,2022,3,Patagonia,20,16/06/1982,40,asistio,"Secundaria
Incompleta",Privada,1,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,25,277.777777777778
TQRMNOTYYHJMLMCDEIOAH00786938,2022,3,Pampeana,38,26/01/2001,21,asistio,"Secundaria
Completa",Privada,4804,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,3,312.5
TQRMNOPTRHJNLRCDEGGFB00782994,2022,3,Cuyo,10,01/01/1900,27,asistio,"Primaria
Completa",Privada,8101,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,14,255.681818181818
TQRMNOPQSHKMLQCDEHNHB00790674,2022,3,Cuyo,27,23/03/1963,59,asistio,"Secundaria
Incompleta",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,44,285.714285714286
TQRMNORYVHLLKPCDEIIAD00785380,2022,3,Gran Buenos Aires,32,15/09/1994,28,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,4,625
TQRMNOPQVHLOKPCDEGLDF00705298,2022,3,Noreste,15,16/10/1984,37,asistio,"Primaria
Completa",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,24,297.619047619048
TQRMNORSYHMOMMCDEIKAH00712555,2022,3,Pampeana,34,01/01/1900,39,asistio,"Primaria
Completa",Otra,5500,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,26,312.5
TQRMNOQPQHMMLOCDEIGED00714323,2022,3,Pampeana,30,01/03/1984,38,asistio,"Secundaria
Completa",Privada,6000,Varon,Cuenta propia,unico,Sabe leer y escribir,13,20,1666.66666666667
TQRMNOSRWHKMLNCDEGKDB00789237,2022,3,Pampeana,14,21/10/1979,42,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,multiples,Sabe leer y escribir,19,18,1000
TQRMNOUSWHJOKOCDEFPCH00782831,2022,3,Patagonia,9,09/12/1980,41,asistio,"Superior
Universitaria
Incompleta",Privada,600,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,20,1071.42857142857
TQRMNOUYXHJLLMCDEOHCH00787073,2022,3,Patagonia,91,21/02/1981,41,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,23,875
TQRMNORRXHJOKMCDEFOCD00782786,2022,3,Noreste,8,25/06/1993,29,asistio,"Secundaria
Completa",Privada,9602,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,11,277.777777777778
TQRMNORYRHLOLTCDEFKID00708417,2022,3,Pampeana,4,01/01/1900,23,asistio,"Secundaria
Incompleta",Privada,4502,Varon,Obrero o empleado,unico,Sabe leer y escribir,12,6,375
TQRMNORURHMOLMCDEFLID00713424,2022,3,Pampeana,5,02/07/1962,60,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,39,2250
TQRMNOYSTHJOLQCDEOHCH00787037,2022,3,Patagonia,91,08/02/1963,59,asistio,"Superior
Universitaria
Completa",Privada,4501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,35,1988.63636363636
TQRMNOQSXHMOKMCDEFNFF00711526,2022,3,Noreste,7,25/10/1983,38,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,25,116.666666666667
TQRMNOQQYHLOKNCDEGKDB00783563,2022,3,Pampeana,14,06/01/1988,34,asistio,"Secundaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,16,271.428571428571
TQRMNORPTHMOLTCDEIJAH00711317,2022,3,Gran Buenos Aires,33,11/03/1966,56,asistio,"Primaria
Completa",Otra,9409,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,43,287.5
TQRMNOQWTHJMKRCDEHLEH00784532,2022,3,Noroeste,25,01/01/1900,30,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,6,500
TQRMNOPYSHMOLSCDEFIAH00714477,2022,3,Pampeana,2,12/02/1977,45,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,32,181.818181818182
TQRMNOPWRHLOLPCDEHLEH00705392,2022,3,Noroeste,25,01/01/1900,42,asistio,"Secundaria
Completa",Estatal,4810,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,24,359.375
TQRMNOQYTHKOKRCDEFNFF00788196,2022,3,Noreste,7,12/05/1999,23,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,8101,Varon,Obrero o empleado,unico,Sabe leer y escribir,14,4,333.333333333333
TQRMNORSWHMOKSCDEFLID00714371,2022,3,Pampeana,5,01/01/1900,44,asistio,"Secundaria
Completa",Privada,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,26,391.666666666667
TQRMNOPTVHMOKTCDEGJBF00716006,2022,3,Pampeana,13,18/08/1966,55,asistio,"Superior
Universitaria
Incompleta",Privada,2500,Varon,Cuenta propia,unico,Sabe leer y escribir,14,36,347.222222222222
TQRMNOPWPHJOLOCDEFPCH00782874,2022,3,Patagonia,9,30/04/1986,36,asistio,"Secundaria
Completa",Privada,4808,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,18,520.833333333333
TQRMNORPYHLMLPCDEGNFJ00708433,2022,3,Patagonia,17,01/01/1900,47,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,26,1187.5
TQRMNORYXHJMKQCDEOHCH00787112,2022,3,Patagonia,91,10/01/1983,39,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,16,18,1270.83333333333
TQRMNOQQWHLMKTCDEGGFB00705530,2022,3,Cuyo,10,01/01/1900,51,asistio,"Secundaria
Completa",Privada,4807,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,33,291.666666666667
TQRMNOQXSHMNLNCDEGGFB00709744,2022,3,Cuyo,10,01/01/1900,26,asistio,"Superior
Universitaria
Incompleta",Privada,1009,Varon,Cuenta propia,unico,Sabe leer y escribir,15,6,78.125
TQRMNOQYRHKMKMCDEGOIH00789638,2022,3,Noroeste,18,25/09/1999,22,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,4,103.571428571429
TQRMNOTSTHKMMLCDEHJGH00790200,2022,3,Noroeste,23,12/07/1997,25,asistio,"Secundaria
Incompleta",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,10,142.857142857143
TQRMNORSRHLMKOCDEOHCH00705145,2022,3,Patagonia,91,05/08/1988,33,asistio,"Secundaria
Incompleta",Privada,4804,Mujer,Cuenta propia,unico,Sabe leer y escribir,11,17,46.875
TQRMNOSQTHJMLRCDEHNHB00784806,2022,3,Cuyo,27,15/05/1986,36,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,18,390.625
TQRMNORTQHLOKQCDEGJBF00703516,2022,3,Pampeana,13,10/04/1978,44,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,8,31,2375
TQRMNOQWSHJOKMCDEGJBF00783383,2022,3,Pampeana,13,29/09/1987,34,asistio,"Superior
Universitaria
Completa",Privada,101,Varon,Cuenta propia,unico,Sabe leer y escribir,16,13,401.785714285714
TQRMNOPXSHLMKQCDEGGFB00705621,2022,3,Cuyo,10,01/01/1900,39,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,19,15,217.391304347826
TQRMNOQPQHLMLPCDEGLDF00705426,2022,3,Noreste,15,27/06/1963,59,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,41,437.5
TQRMNORRPHJKKMCDEFJAH00787418,2022,3,Pampeana,3,07/07/1990,32,asistio,"Secundaria
Completa",Privada,4501,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,14,694.444444444444
TQRMNORYVHLNKNCDEFIAH00703611,2022,3,Pampeana,2,07/10/1976,45,asistio,"Secundaria
Incompleta",Privada,2500,Varon,Cuenta propia,unico,Sabe leer y escribir,10,30,312.5
TQRMNOSVPHKOLQCDEIKAH00792449,2022,3,Pampeana,34,30/08/1975,47,asiste actualmente,"Superior
Universitaria
Incompleta",Otra,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,27,781.25
TQRMNOPPVHKKNMCDEIIAD00791329,2022,3,Gran Buenos Aires,32,30/03/1999,23,asistio,"Superior
Universitaria
Completa",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,2,764.285714285714
TQRMNOQSRHMMLOCDEHIBB00709016,2022,3,Noroeste,22,02/12/2002,19,asistio,"Secundaria
Incompleta",Privada,1600,Varon,Obrero o empleado,unico,Sabe leer y escribir,9,5,163.04347826087
TQRMNOPPXHMMKOCDEIOAH00710199,2022,3,Pampeana,38,14/01/1989,33,asistio,"Secundaria
Completa",Privada,4807,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,15,222.222222222222
TQRMNOSSRHMOKMCDEFNFF00709281,2022,3,Noreste,7,22/07/1975,47,asistio,"Secundaria
Completa",Privada,8600,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,29,468.75
TQRMNOPUPHJMKSCDEHMHF00784685,2022,3,Cuyo,26,15/07/1985,37,asistio,"Primaria
Completa",Estatal,9100,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,24,239.166666666667
TQRMNOQVTHKOKSCDEGIBJ00788858,2022,3,Noreste,12,01/01/1900,36,asistio,"Secundaria
Completa",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,18,200
TQRMNOQRPHMOKPCDEFKID00710255,2022,3,Pampeana,4,01/01/1900,35,asistio,"Secundaria
Incompleta",Privada,4810,Varon,Cuenta propia,unico,Sabe leer y escribir,10,20,500
TQRMNOQVUHKOKSCDEGIBJ00788853,2022,3,Noreste,12,25/06/1991,31,asistio,"Secundaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,16,250
TQRMNOPUQHJMMPCDEFKID00787695,2022,3,Pampeana,4,01/01/1900,40,asistio,"Secundaria
Incompleta",Privada,8000,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,24,163.690476190476
TQRMNOPXPHJOKOCDEGPDJ00783983,2022,3,Noroeste,19,29/09/1977,44,asistio,"Superior
Universitaria
Incompleta",Privada,4804,Mujer,Cuenta propia,unico,Sabe leer y escribir,14,25,125
TQRMNORRSHKOKSCDEOHCH00792913,2022,3,Patagonia,91,18/08/1998,23,asistio,"Primaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,7,11,129.62962962963
TQRMNOPWTHJOKPCDEFNFF00782557,2022,3,Noreste,7,28/03/1988,34,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,13,1696.42857142857
TQRMNOQRQHMLLRCDEFKID00787708,2022,3,Pampeana,4,01/01/1900,26,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,6,312.5
TQRMNOSUQHJNSOCDEIJAH00786407,2022,3,Gran Buenos Aires,33,14/02/1975,47,asistio,"Secundaria
Completa",Privada,4807,Varon,Cuenta propia,unico,Sabe leer y escribir,13,29,166.666666666667
TQRMNORXXHLOLPCDEFOCD00713702,2022,3,Noreste,8,27/01/1975,47,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,8,34,486.111111111111
TQRMNOPRRHMOKQCDEHNHB00717722,2022,3,Cuyo,27,11/10/1958,64,asistio,"Secundaria
Incompleta",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,48,182.291666666667
TQRMNOQXVHMMTPCDEIJAH00792091,2022,3,Gran Buenos Aires,33,27/02/1986,36,asistio,"Secundaria
Completa",Estatal,4901,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,18,1011.90476190476
TQRMNOSTRHMOKMCDEHNHB00711834,2022,3,Cuyo,27,14/09/1985,36,asistio,"Primaria
Incompleta",Privada,102,Varon,Cuenta propia,unico,Sabe leer y escribir,5,26,375
TQRMNOPSYHKKKRCDEIIAD00791486,2022,3,Gran Buenos Aires,32,21/10/1983,38,asistio,"Superior
Universitaria
Incompleta",Privada,48,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,20,1111.11111111111
TQRMNOSUTHMOKOCDEGOIH00711914,2022,3,Noroeste,18,06/06/1989,33,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,12,875
TQRMNOPQTHKKLOCDEFLID00787837,2022,3,Pampeana,5,08/10/1979,42,asistio,"Superior
Universitaria
Completa",Estatal,3501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,18,1250
TQRMNOSYXHKOMTCDEIJAH00791813,2022,3,Gran Buenos Aires,33,01/07/1978,44,asistio,"Secundaria
Incompleta",Privada,4805,Mujer,Cuenta propia,unico,Sabe leer y escribir,10,29,277.777777777778
TQRMNORXTHLMLPCDEGLDF00708080,2022,3,Noreste,15,22/06/1975,47,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,8,34,281.25
TQRMNOPYWHLLKPCDEIIAD00710505,2022,3,Gran Buenos Aires,32,15/05/1966,56,asistio,"Superior
Universitaria
Completa",Privada,6200,Varon,Cuenta propia,unico,Sabe leer y escribir,19,32,937.5
TQRMNOPSVHLOKMCDEOHCH00704263,2022,3,Patagonia,91,17/11/1958,63,asistio,"Secundaria
Incompleta",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,50,681.818181818182
TQRMNOPYVHMLKQCDEHIBB00713271,2022,3,Noroeste,22,02/07/1974,48,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,24,892.857142857143
TQRMNOTWQHJNNQCDEIIAD00785661,2022,3,Gran Buenos Aires,32,28/05/1999,23,asistio,"Secundaria
Incompleta",Privada,4808,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,10,416.666666666667
TQRMNORXQHJNKOCDEIKAH00786722,2022,3,Pampeana,34,22/01/1972,50,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,16,29,937.5
TQRMNOQVSHMNLNCDEFMDB00712263,2022,3,Pampeana,6,01/01/1900,28,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,13,312.5
TQRMNOQUQHKNLSCDEHJGH00790130,2022,3,Noroeste,23,19/05/1958,64,asistio,"Primaria
Completa",Privada,9503,Mujer,Cuenta propia,unico,Sabe leer y escribir,8,51,300
TQRMNOSQVHLLKMCDEIHJF00707190,2022,3,Patagonia,31,19/11/1997,24,asistio,"Secundaria
Completa",Estatal,4804,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,6,535.714285714286
TQRMNPPSYHJKLPCDEGJBF00783377,2022,3,Pampeana,13,05/12/1995,26,asistio,"Superior
Universitaria
Completa",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,2,555.555555555556
TQRMNOPSYHJMLMCDEIOAH00786954,2022,3,Pampeana,38,16/05/1980,42,asistio,"Superior
Universitaria
Completa",Privada,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,21,500
TQRMNORRPHLNLSCDEFJAH00781952,2022,3,Pampeana,3,25/03/1979,43,asistio,"Superior
Universitaria
Completa",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,22,494.791666666667
TQRMNOQUPHJOKOCDEGLDF00783616,2022,3,Noreste,15,23/10/1979,42,asistio,"Secundaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,13,24,750
TQRMNOSVUHKNKMCDEIGED00791088,2022,3,Pampeana,30,01/01/1900,56,asistio,"Primaria
Completa",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,43,334.821428571429
TQRMNOPPUHJMMLCDEHJGH00784402,2022,3,Noroeste,23,26/02/1997,25,asistio,"Secundaria
Completa",Privada,2202,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,7,390.625
TQRMNORRSHLMKUCDEGOIH00706729,2022,3,Noroeste,18,27/01/1980,42,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,24,416.666666666667
TQRMNORYPHJNKOCDEHJGH00784349,2022,3,Noroeste,23,02/11/1982,39,asistio,"Secundaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,21,312.5
TQRMNOSWTHJMKNCDEIOAH00786926,2022,3,Pampeana,38,01/01/1900,34,asistio,"Superior
Universitaria
Completa",Privada,2800,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,16,13,345.454545454545
TQRMNOQTVHJMKTCDEHIBB00784254,2022,3,Noroeste,22,21/09/1951,70,asistio,"Primaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,57,833.333333333333
TQRMNOSPPHMOKNCDEGIBJ00788868,2022,3,Noreste,12,12/08/1992,30,asistio,"Secundaria
Completa",Privada,4804,Varon,Cuenta propia,unico,Sabe leer y escribir,13,12,173.611111111111
TQRMNOQYPHKNLMCDEFPCH00788422,2022,3,Patagonia,9,30/03/1987,35,asistio,"Superior
Universitaria
Completa",Privada,6100,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,14,1125
TQRMNOPVVHKMKRCDEHJGH00790181,2022,3,Noroeste,23,04/03/1982,40,asistio,"Secundaria
Incompleta",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,25,185.714285714286
TQRMNORWVHMMKTCDEFJAH00787457,2022,3,Pampeana,3,23/04/1969,53,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,29,1562.5
TQRMNORQPHMOLPCDEGOIH00710398,2022,3,Noroeste,18,01/02/1968,54,asistio,"Secundaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,38,1166.66666666667
TQRMNOPTQHMMNLCDEIJAH00718774,2022,3,Gran Buenos Aires,33,12/04/1990,32,asistio,"Superior
Universitaria
Completa",Privada,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,19,8,646.474137931035
TQRMNOQRXHKMLOCDEHLEH00790365,2022,3,Noroeste,25,01/01/1900,65,asistio,"Primaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,52,194.444444444444
TQRMNOQXXHJNLRCDEGGFB00782926,2022,3,Cuyo,10,01/01/1900,55,asistio,"Secundaria
Completa",Privada,6500,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,37,1125
TQRMNOQSXHKLLSCDEHNHB00790602,2022,3,Cuyo,27,16/04/1962,60,asistio,"Superior
Universitaria
Completa",Privada,101,Mujer,Patron,unico,Sabe leer y escribir,19,36,625
